feature	Acetobacteraceae	Acidaminococcaceae	Acidithiobacillaceae	Acidothermaceae	Actinomycetaceae	Aerococcaceae	Aeromonadaceae	Akkermansiaceae	Alcaligenaceae	Alcanivoracaceae	Alicyclobacillaceae	Alteromonadaceae	Aquificaceae	Atopobiaceae	Aurantimonadaceae	Azospirillaceae	Bacillaceae	Bacteroidaceae	Bdellovibrionaceae	Beijerinckiaceae	Beutenbergiaceae	Bifidobacteriaceae	Boseaceae	Bradyrhizobiaceae	Brevibacteriaceae	Brucellaceae	Burkholderiaceae	Calotrichaceae	Campylobacteraceae	Cardiobacteriaceae	Carnobacteriaceae	Caulobacteraceae	Cellulomonadaceae	Cellvibrionaceae	Chelatococcaceae	Chitinophagaceae	Chloroflexaceae	Christensenellaceae	Chromatiaceae	Chromobacteriaceae	Chroococcaceae	Chroococcidiopsidaceae	Clostridiaceae	Clostridiales.Family.XVII..Incertae.Sedis	Coleofasciculaceae	Comamonadaceae	Conexibacteraceae	Coriobacteriaceae	Corynebacteriaceae	Cytophagaceae	Deinococcaceae	Dermabacteraceae	Dermacoccaceae	Desulfovibrionaceae	Devosiaceae	Dietziaceae	Dysgonomonadaceae	Ectothiorhodospiraceae	Eggerthellaceae	Enterobacteriaceae	Enterococcaceae	Erwiniaceae	Erysipelotrichaceae	Erythrobacteraceae	Eubacteriaceae	Eubacteriales.Family.XIII..Incertae.Sedis	Flavobacteriaceae	Fusobacteriaceae	Geodermatophilaceae	Gordoniaceae	Halieaceae	Halomonadaceae	Helicobacteraceae	Hydrogenophilaceae	Hymenobacteraceae	Hyphomicrobiaceae	Iamiaceae	Idiomarinaceae	Immundisolibacteraceae	Intrasporangiaceae	Jonesiaceae	Kytococcaceae	Lachnospiraceae	Lacipirellulaceae	Lactobacillaceae	Lawsonellaceae	Legionellaceae	Leptolyngbyaceae	Leptotrichiaceae	Listeriaceae	Marinobacteraceae	Methylobacteriaceae	Methylococcaceae	Methylophilaceae	Microbacteriaceae	Micrococcaceae	Micromonosporaceae	Miltoncostaeaceae	Moraxellaceae	Morganellaceae	Muribaculaceae	Mycobacteriaceae	Mycoplasmataceae	Myxococcaceae	Nakamurellaceae	Nanopelagicaceae	Nanosynbacteraceae	Neisseriaceae	Nitrosomonadaceae	Nitrospiraceae	Nocardiaceae	Nocardioidaceae	Nocardiopsaceae	Nostocaceae	Oceanospirillaceae	Odoribacteraceae	Ornithinimicrobiaceae	Oscillatoriaceae	Oscillospiraceae	Oxalobacteraceae	Paenibacillaceae	Parachlamydiaceae	Pasteurellaceae	Pectobacteriaceae	Peptoniphilaceae	Peptostreptococcaceae	Phyllobacteriaceae	Pirellulaceae	Planctomycetaceae	Planococcaceae	Porphyromonadaceae	Prevotellaceae	Promicromonosporaceae	Propionibacteriaceae	Pseudoalteromonadaceae	Pseudomonadaceae	Pseudonocardiaceae	Rhizobiaceae	Rhodanobacteraceae	Rhodobacteraceae	Rhodocyclaceae	Rhodospirillaceae	Rhodothermaceae	Rikenellaceae	Roseiflexaceae	Roseobacteraceae	Rubrobacteraceae	Sanguibacteraceae	Scytonemataceae	Selenomonadaceae	Shewanellaceae	Sinobacteraceae	Sphingobacteriaceae	Sphingomonadaceae	Sphingosinicellaceae	Spirosomaceae	Staphylococcaceae	Stappiaceae	Steroidobacteraceae	Sterolibacteriaceae	Streptococcaceae	Streptomycetaceae	Streptosporangiaceae	Sulfuricellaceae	Sutterellaceae	Symbiobacteriaceae	Synergistaceae	Tannerellaceae	Thalassospiraceae	Thermaceae	Thermoactinomycetaceae	Thermoanaerobacteraceae	Thioalkalispiraceae	Thiobacillaceae	Treponemataceae	Tsukamurellaceae	Veillonellaceae	Vibrionaceae	Weeksellaceae	Wenzhouxiangellaceae	Xanthobacteraceae	Xanthomonadaceae	Yersiniaceae	Zoogloeaceae
SRR20002340	39	26	0	0	643	91	341	0	4156	3	10	0	0	2	4	4863	991	309	0	0	0	185	21	239	408	0	22073	0	8	19	102	471	0	10	0	0	0	0	10	16	4	8	18	0	0	4340	0	123	3429	0	110	54	499	1	0	34	0	63	17	6378	312	286	16	17	0	0	40	0	2	315	0	780	0	54	6	0	6	4	0	133	0	140	164	0	1515	14	0	0	2	1733	0	953	14	2	225	3331	0	0	26767	57	0	3260	0	0	2	0	0	504	0	0	217	253	0	0	0	0	149	0	209	4168	0	15	545	2	143	0	10	0	3	222	12	182	0	22061	4	366238	161	1713	8	2316	19	1	0	37	0	51	2	0	0	1	6	44	48	3322	1	0	17371	0	1	0	2970	0	0	0	0	0	3	58	1	358	0	0	14	16	0	1	247	0	242	0	9	1267	10	15
SRR20002343	718	70	20	16	4755	539	2653	192	3085	26	538	15	52	147	125	19152	35601	3706	0	0	0	3713	102	2262	4580	552	175461	2	102	62	1474	4460	0	4	7	0	63	0	178	132	15	43	0	211	269	24360	2	947	40473	40	1704	141	5860	4	142	754	0	338	87	5572	4151	3189	90	75	0	16	836	119	78	13781	8	8187	3	11337	181	4	48	18	18	657	0	6021	3389	0	4159	83	0	30	109	780	0	6649	14	6	4180	31567	66	0	435009	350	0	14807	0	0	0	23	0	3237	24	28	1267	666	169	0	5	0	773	0	3394	32991	115	148	779	0	735	104	214	0	0	156	161	1666	651	382154	0	3102870	1834	15159	203	2039	241	0	112	683	13	0	76	28	25	25	614	453	197	29040	0	4	1129851	1756	20	0	16597	684	11	0	0	7	1	371	0	256383	67	0	24	35	33	192	1373	0	5904	26	241	5080	177	52
SRR20002345	1222	0	111	1	1592	114	2223	49	710682	422	473	0	21	12	198	80763	16986	1901	0	0	919	3310	101	2411	3434	346	200634	34	81	7	1104	12651	258	5	85	53	33	0	135	164	0	64	115	137	0	21784	0	298	26973	31	1467	608	3031	6	47	505	6	275	125	21575	1948	4959	95	412	0	0	441	79	22	1565	110	9001	0	8971	61	1	51	29	9	985	0	800	1220	0	5613	395	8	0	177	2009	182	6425	10	2	6557	38965	283	29	445173	359	9	17998	0	0	89	4	130	1828	11	0	622	393	0	35	63	0	17	10	998	31639	173	174	1364	35	1230	23	146	0	0	554	66	1435	0	1650673	14	3247928	1150	13573	4033	1329	40	0	6	340	8	0	14	4	218	64	85	363	420	24216	0	1	313403	2598	16	8	11294	315	58	0	7	28	36	332	6	175887	0	0	55	125	101	132	769	160	1406	120	395	12188	75355	43
SRR20002351	591	43	0	0	23656	84	1715	72	42720	59	67	61	0	150	2076	290	8370	3659	0	1	9	1367	23	910	989	733	116697	20	468	175	1566	2437	0	0	0	0	0	0	250	80	0	63	9	2	0	15379	0	55	37445	1	110	171	4929	0	14	44	0	198	91	45221	5200	2803	0	4	3	8	3916	466	17	425	22	4651	0	590	76	5	0	76	0	703	2	67	743	0	10598	127	0	0	1266	4789	191	2500	0	0	951	24126	289	0	107225	975	0	11646	1	0	0	0	181	84684	6	61	600	461	0	0	10	7	81	1	1156	20928	0	127	12626	2	1592	0	18	0	0	77	63	3426	0	641878	1476	1723136	154	7511	139	3456	92	0	0	26	0	7	2	0	19	113	9758	156	33	21227	0	0	177347	118	5	0	151571	61	0	0	0	0	0	385	0	481	0	0	14	3	12	8	4176	28875	987	15	97	4521	647	84
SRR20002352	231	0	7	0	706	109	631	12	1016	0	58	0	0	52	58	240	2090	39	0	0	0	304	16	197	572	121	45323	0	13	62	128	827	0	0	0	0	0	0	38	14	0	1	0	0	0	3840	0	0	3108	1	115	57	1741	3	2	18	0	81	103	5298	253	308	6	101	0	3	51	27	12	168	0	1716	3	110	0	1	0	0	1	454	0	84	32	1	1460	19	0	0	24	608	33	3561	0	0	1471	5305	11	0	50444	25	0	1840	3	10	2	2	0	522	24	0	194	126	0	0	0	0	102	119	42	7646	31	39	301	0	126	0	4	0	0	240	30	327	239	93667	0	701860	83	2691	0	1713	55	0	0	18	0	23	50	2	4	6	26	66	113	7701	2	0	5905183	166	0	4	25932	0	0	1	0	0	1	34	0	106	0	0	0	0	12	5	84	6	404	0	12	7304	255	50
SRR20002353	132	0	0	0	301	0	390	17	12479	6	1	0	0	1	220	3205	1970	735	0	0	0	392	14	301	306	413	72244	4	9	0	22	1080	0	0	0	0	0	0	4	80	0	2	22	0	0	8412	0	195	1774	24	49	38	3703	2	0	58	0	183	17	3918	305	2944	1	93	0	0	26	9	1159	218	3	2487	0	7	0	0	0	0	3	160	0	18	307	0	1075	22	0	0	0	630	14	2366	0	0	440	6873	0	2	57196	187	0	2793	0	0	0	5	8	325	16	0	300	258	0	0	4	0	60	0	322	14451	4	116	98	0	39	0	45	0	0	445	24	70	4	63169	0	1300618	151	5543	0	1526	73	2	0	136	0	0	0	0	0	6	18	177	0	10550	0	0	26383	0	6	6	1934	256	0	0	0	0	0	97	2	465	0	0	0	18	0	19	37	23	566	0	101	16071	1318	0
SRR20002355	52	0	0	0	348	45	343	0	6030	0	23	0	0	6	105	698	93	82	5	0	0	144	26	292	296	93	42111	0	2	14	45	727	0	2	0	0	0	0	2	12	0	16	1	0	6	5597	0	26	2443	4	83	40	427	2	0	83	0	68	2	843	34	95	0	15	0	0	17	19	30	77	4	1542	0	53	3	0	0	0	0	86	0	27	15	0	1604	3	2	17	4	484	0	747	11	0	245	7079	0	8	29885	34	0	1338	0	2	2	0	7	295	0	0	155	198	0	0	4	0	37	0	113	7338	0	18	59	0	13	0	9	0	0	19	52	51	0	75245	0	579909	56	2835	0	613	23	0	0	25	0	0	1	0	0	30	14	107	42	4576	1	0	44669	27	3	0	465	174	0	0	0	0	0	23	0	95	1	0	0	0	11	9	34	0	296	0	23	757	49	0
SRR20002356	19	3	1	0	160	25	29	4	81	179	15	0	3	0	61	384	848	142	0	0	0	29	2	20	43	0	4523	0	3	14	20	402	0	0	1	0	4	2	0	3	0	1	20	4	0	569	0	15	3555	13	14	62	29	0	9	285	0	3	0	31144	240	51	3	12	0	0	7	0	19	67	0	208	0	361	0	0	0	0	0	32	0	57	24	0	66	22	0	0	0	15	1	92	0	0	104	1774	0	0	10043	28	0	958	153	0	0	0	0	403	0	0	65	40	0	0	0	0	9	0	123	728	1	3	66	0	17	0	7	0	0	29	5	41	0	22194	0	1844832	31	307	31	310	3	0	1	13	0	0	1	0	0	0	484	0	10	901	0	1	21216	10	0	0	15712	0	0	0	1	0	0	0	0	8706	0	0	0	0	7	1	5	2	73	0	5	236	24	16
SRR20002360	76	62	2	0	3104	35	473	424	2717	3	18	0	0	7	87	4972	5817	1413	0	0	0	1103	11	672	536	155	47250	0	12	0	56	1291	0	121	0	0	0	0	39	68	0	1	48	0	0	6452	0	282	6986	6	256	110	324	1	31	426	0	107	155	2100	65	254	0	51	2	0	139	53	38	982	3	1907	0	355	26	0	0	0	2	315	0	707	376	0	1020	6	0	1	41	131	16	1604	2	1	637	12924	192	59	93979	60	0	4766	0	4	4	0	24	687	0	2	1598	152	11	0	7	10	185	3	1318	7612	44	8	153	0	199	3	31	0	0	81	39	885	32	101654	0	829816	175	2539	281	886	283	3	0	369	0	0	6	0	0	202	85	76	94	6877	2	2	464910	65	1	4	2280	48	0	0	12	0	0	73	3	907	0	0	1	50	134	34	293	16	269	0	41	2101	299	10
SRR20002363	272	0	0	0	196	67	289	0	4573	0	12	0	0	0	0	1448	40	555	0	0	0	410	10	230	211	54	56277	11	8	131	42	1441	0	0	0	165	0	0	6	47	0	0	0	0	0	5006	0	37	1643	0	40	10	682	6	6	70	0	171	55	1351	190	54	0	109	0	0	0	0	18	466	0	2069	0	79	29	0	1	0	5	115	0	45	124	0	216	1	0	0	0	477	0	1442	0	0	617	2919	0	0	43171	98	0	15559	0	0	3	0	1	219	0	0	193	234	0	0	0	2	69	0	101	10806	37	88	41	0	48	0	300	0	0	85	3	103	0	39305	0	998249	47	3430	101	1036	26	0	0	38	0	50	5	4	0	6	16	124	71	9062	12	2	10220382	0	0	0	108136	56	0	0	0	0	0	57	0	442	0	0	14	0	0	64	26	2	890	0	26	949	41	0
SRR20002365	282	16	0	0	1342	209	863	115	494	3	19	0	0	0	0	2417	1072	2044	0	0	0	1192	7	484	236	40	91947	0	47	1	54	1496	20	0	0	0	0	0	4	35	0	16	17	0	0	8649	0	174	16694	0	72	47	3168	0	0	160	0	240	322	2028	208	122	73	107	0	1	15	0	25	187	0	2816	0	35	28	0	0	0	13	151	0	53	1701	0	282	98	0	0	83	69	0	2939	0	0	1035	40509	0	0	84175	8	0	7820	10	0	6	3	0	5864	4	0	347	107	0	0	0	14	26	0	3171	17862	0	17	103	0	13032	12	0	0	0	386	12	951	0	485381	0	1760878	122	8961	0	2224	96	0	0	287	0	0	9	0	0	0	1980	146	121	17814	0	0	112965	20	22	1	6006	107	11	9	9	0	4	90	0	1755	4	0	0	0	22	50	37	6	2441	0	155	2085	379	6
SRR20002368	570	3	0	0	338	22	167	12	12640	5	1	0	0	3	257	1924	170	623	0	0	0	327	0	627	362	110	37695	0	2	0	52	999	8	0	0	0	0	0	1	77	0	1	36	0	0	5160	0	21	2612	0	29	33	2647	1	0	24	0	111	23	1271	575	36	4	80	0	5	13	9	1	70	0	3414	0	110	0	4	0	0	8	115	0	2	109	0	219	25	0	1	13	637	0	1047	0	0	314	4822	0	0	60131	39	2	2643	0	0	20	0	0	155	0	0	109	49	0	0	0	2	42	0	332	6234	24	72	22	0	61	3	28	0	0	67	163	72	0	81571	0	734144	11	2659	22	658	52	0	0	263	0	0	2	0	0	0	897	29	17	6686	0	0	8862579	23	1	3	888	15	0	8	0	0	0	27	0	331	0	0	1	4	25	22	3	0	317	2	19	823	175	0
SRR20002369	0	0	0	0	3263	62064	0	0	11	0	0	0	0	0	0	16	153	38	0	0	0	406053	2	0	1	0	276	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	4	721	0	0	0	23	0	0	0	0	0	0	354708	67	5	0	2	0	0	0	0	0	1	0	9	0	0	0	0	0	0	0	0	0	1	4	0	19017	23	0	0	0	0	0	7	0	0	0	43	0	0	196	15	0	20	115	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	43	30	5	0	1567707	0	46	1	0	0	0	5	4	343	0	1330	0	3290	0	14	0	1	0	0	0	31	0	0	0	0	0	0	6	1	0	13	0	0	50766	0	0	0	1029	0	0	0	0	0	0	13	0	6	0	0	0	0	0	0	5	0	4	0	0	2	0	0
SRR20002371	3766	50	0	0	414	45	98	54	215	18	18	0	0	7	7	3849	1287	1444	0	0	0	351	10	52	87	15	6758	0	13	0	4	311	2	0	8	0	4	0	4	6	0	0	58	10	3	1144	0	182	1012	5	85	42	127	0	0	17	0	14	49	12768	65	19	47	14	15	2	4	7	3	57	0	210	0	655	0	0	0	0	0	27	0	296	515	0	173	5	0	0	3	78	0	233	13	0	250	2008	4	0	22893	18	11	817	0	0	0	0	0	123	0	0	59	47	4	0	0	14	10	0	963	1135	6	6	106	0	17	0	6	0	0	77	0	99	0	34667	0	79582	27	289	132	205	2	0	7	430	0	12	0	16	0	3	0	24	5	803	7	94	94430	17	2	0	56929	9	0	0	12	2	2	179	0	14948	0	0	0	15	1	0	46	0	41	0	0	477	14	22
SRR20002373	193	10	4	3	658	174	1145	181	60215	67	281	0	20	5	0	9889	14995	1859	0	0	0	784	51	879	333	0	101100	11	16	1	1415	2512	0	0	0	0	13	0	8	78	0	2	25	59	0	13523	0	812	6395	0	177	65	3324	21	0	84	0	205	124	3404	239	1005	11	7	0	0	57	0	38	920	14	3553	0	4551	6	1	0	0	5	318	0	4867	735	0	1715	59	0	0	13	2283	0	2518	14	0	712	4685	41	0	167391	201	0	4605	0	0	11	2	0	481	0	0	1029	165	401	0	0	0	118	0	2285	19072	109	57	296	0	91	53	30	0	0	70	23	445	0	91145	0	1664987	42	6821	0	1007	95	0	18	1984	1	0	6	54	0	6	38	124	585	14925	9	0	143738	119	1	7	1631	88	0	0	50	9	0	146	3	108360	0	0	18	1	25	0	78	60	842	54	20	2900	379	25
SRR20002375	60	0	6	0	474	155	412	3	425	0	88	2	2	5	10	2884	2412	385	0	0	0	427	45	347	390	108	40118	0	15	3	73	846	13	0	13	0	3	0	17	16	3	857	0	21	0	6409	0	97	5618	3	1098	196	419	1	14	17	0	82	89	3382	200	1779	22	38	1	0	26	16	12	336	4	1715	0	1216	13	0	0	0	2	210	0	1194	256	0	704	6	0	2	6	259	0	1046	17	2	799	4663	0	3	47355	72	0	1883	0	0	0	0	4	290	1	0	14828	169	0	3	7	0	186	9	726	7357	11	25	120	6	76	7	13	0	0	32	19	283	0	54252	0	656576	73	2993	138	797	32	0	3	188	0	0	8	0	0	0	74	51	31	6326	0	18	37268	30	1	4	2908	49	0	0	0	1	1	37	0	24660	0	0	4	13	8	0	65	7	164	0	57	1215	95	4
SRR20002377	10	6	0	0	11	2	33	5	71	0	6	0	0	0	34	287	2	153	0	0	0	59	0	18	16	0	3444	0	3	0	5	118	1	0	0	0	0	0	0	2	0	10	0	0	0	338	0	53	106	0	0	3	164	0	0	14	0	8	11	0	9	11	0	4	0	0	0	0	0	18	0	110	0	8	0	0	0	0	0	7	0	0	48	0	6	4	0	0	0	5	0	222	0	0	64	1622	0	0	4420	7	0	145	0	0	0	0	0	11	0	0	35	30	5	0	0	1	23	0	153	539	2	4	24	0	0	0	2	0	0	31	2	12	0	12888	0	56025	5	275	0	48	0	0	0	72	0	0	0	0	0	0	228	5	0	460	0	0	184986	0	0	0	46	6	0	0	3	0	0	14	0	37	0	0	0	0	0	2	0	0	5	0	4	126	0	0
SRR20002378	265	0	0	0	535	136	431	23	1426	7	2	4	0	6	0	2334	89	438	0	0	0	1200	7	161	63	74	18165	0	7	0	34	966	1	0	0	5	0	0	4	20	0	21	0	0	10	2554	6	189	1831	0	47	37	773	2	0	83	0	20	53	1474	82	58	11	48	0	0	24	6	0	78	0	682	0	42	0	0	0	0	4	108	0	38	146	0	281	1	0	4	24	51	0	495	0	0	347	2634	4	12	33444	0	0	1241	2	0	4	0	0	138	0	0	176	152	12	0	0	0	28	0	606	3504	9	4	60	2	34	5	3	0	2	20	11	258	4	14129	0	334982	44	1005	12	677	8	2	0	202	0	2	0	2	0	4	2403	46	22	2740	1	0	72172	14	1	0	980	115	0	0	6	0	0	69	1	175	0	0	0	0	0	25	78	9	116	0	24	1051	25	0
SRR20002379	838	61	26	0	1091	154	755	53	24243	14	66	0	0	16	33	5169	1141	1396	6	1	0	1146	135	763	602	1177	145921	1	15	0	279	4014	21	0	49	7	0	0	17	80	0	12	63	0	0	21968	0	547	3791	0	429	109	2327	1	21	712	0	135	85	7059	1098	1299	0	148	0	0	0	17	109	1329	0	5446	5	196	0	1	7	0	8	2292	0	314	527	1	577	2	0	10	35	383	0	4812	0	0	2056	13572	0	5	101096	528	0	13108	0	0	2576	0	0	652	0	0	1735	603	0	0	0	0	2056	0	1394	25087	0	159	214	0	59	8	34	0	0	213	128	235	20	53349	181	2564997	688	10526	9643	2212	219	55	0	375	0	9	53	1	0	1	24	111	121	20012	10	0	12639	620	1	2	1350	60	0	0	57	0	0	72	1	344	0	8	0	369	0	3	245	3	2580	0	85	10293	186	70
