feature	Alcaligenaceae	Burkholderiaceae	Corynebacteriaceae	Enterobacteriaceae	Lactobacillaceae	Micrococcaceae	Moraxellaceae	Neisseriaceae	Prevotellaceae	Propionibacteriaceae	Pseudomonadaceae	Rhodospirillaceae	Staphylococcaceae	Streptococcaceae	Thermaceae
SRR20002340	0	0.165351846622118	0	0	0	0	0.215722294216116	0	0	0.774267138658755	0.723458305413449	0	0	0	0
SRR20002343	0	0.0620976956116377	0	0	0	0.0318668723929487	0.202646953626793	0	0	0.62897012337028	0.470211260588807	0	0.640745013881807	0	0.215875301820498
SRR20002345	0.315774570231329	0.0382339782388216	0	0	0	0.0483297163164825	0.128792371479749	0	0	1.07700297198848	0.318916210343537	0.0564368375320765	0.0111679385958558	0	0.0794605646607628
SRR20002351	0.0808413016166712	0.123500118793427	0.0968924988750918	0	0.0237278608420107	0.0818707975790406	0.190373039181506	0.0853089202855912	0	0.978540576020402	0.321114767493697	0	0.0763324993284864	0.361093820719332	0
SRR20002352	0	0.00633819639857193	0	0	0	0	0.024100223875385	0	0	0.12348949456538	0.0878657489860594	0	1.40526612848335	0.0605115706734142	0
SRR20002353	0.0149117727188042	0.208736292665299	0	0	0	0	0.343135445253049	0	0	0.720956670735523	0.692775713059773	0	0	0	0
SRR20002355	0	0.114906083920312	0	0	0	0	0.112743367685824	0	0	0.970433620494726	0.572367780059569	0	0	0	0
SRR20002356	0	0	0	0.114772914894037	0	0	0	0	0	0.277488011445526	1.225430656475	0	0	0.1633642691782	0
SRR20002360	0	0.106079490048934	0	0	0	0	0.118445866250382	0	0	0.851727467733787	0.693573288327148	0	0	0	0
SRR20002363	0	0.016847297230992	0	0	0	0	0.0094604706633956	0	0	0.0594823593543381	0.0940151097384532	0	1.41051182635933	0.113165028694496	0
SRR20002365	0	0	0	0	0	0	0.140020477676932	0	0	1.16155964409834	0.381842452637156	0	0	0	0
SRR20002368	0.00988943569047835	0.00828560890512676	0	0	0	0	0.0320653287771032	0	0	0.109154754323601	0.0873139159461945	0	1.42653921241789	0	0
SRR20002369	0	0	0	1.09722827664907	0.246212152765257	0	0	0	0.0745084721931603	0	0	0	0.387869742533783	0	0
SRR20002371	0	0	0	0.0853781268986198	0	0	0	0	0	0.64213800472774	0.162381397262634	0	0.603606285012766	0.563940713845969	0
SRR20002373	0.155512009018763	0.124775149638785	0	0	0	0	0.24625031632252	0	0	0.716714590810849	0.736104173251579	0	0	0	0.137475313365913
SRR20002375	0	0.0715658399913755	0	0	0	0	0.230972644614234	0	0	0.812421582491432	0.693025399646306	0	0	0	0.0856535102742126
SRR20002377	0	0	0	0	0	0	0	0	0	0.31077159912457	0.0896727125068526	0	1.2465056194174	0	0
SRR20002378	0	0.217782696951942	0	0	0	0	0	0	0	0.54592644521303	0.973543597281073	0	0	0	0
SRR20002379	0	0.226550004530808	0	0	0	0	0.358881330083523	0	0	0.450100687004175	0.924082429689294	0	0	0	0
SRR20002380	0	0	0	0	0	0	0	0	0	0.019854824540978	0.0257480675816794	0	1.53827938719974	0	0
SRR20002382	0	0.0406160469611596	0	0	0	0	0.199730304498561	0	0	0.897419054190971	0.558685466401749	0	0	0	0.261673328325913
SRR20002384	0	0.0424395671711489	1.39548006427241	0	0	0	0.0254900317076826	0	0	0.123956470590465	0.107617457451026	0	0	0	0.0339033929916116
SRR20002386	0	0	0	0	0	0	0	0	0	1.04686684226741	0.523929484527484	0	0	0	0
SRR20002388	0	0.0878543923571369	0	0	0	0.137807282627743	0.29951431905524	0	0	0.640636106274476	0.787716543744115	0.157711177272523	0	0	0.0462203097261777
SRR20002391	0.0346233881792916	0.14231432126444	0.0354771096771171	0	0	0.0545817496903938	0.17268152696178	0	0	1.06610845509933	0.431783935409134	0.0600092004633234	0	0	0
SRR20002394	0	0	1.44312042457979	0	0	0	0	0	0	0	0	0	0.127675902215102	0	0
SRR20002396	0	0.0947665884727666	0	0.761343763585469	0	0.0394392165072097	0.171347801676063	0.144332847362236	0	0.39932549437601	0.499283100374547	0	0.0653924961648513	0.262688802789031	0.108207802019808
SRR20002397	0.131095019971929	0.147669173620503	0	0	0	0.561093546660114	0.185477938794857	0	0	0.516305608647388	0.683229081139882	0	0.0431414416050521	0	0
SRR20002401	0	0.0546931581976236	0	0.139291827769107	0	0	0.107988262581416	0.312961306323076	0	0.42635666347949	0.283140355751814	0	0.263550353157726	0.839892630857631	0
SRR20002402	0	0.182958877424553	0	0	0	0	0	0	0	0.815754318619975	0.72178708425962	0	0	0	0
SRR20002403	0	0	0	0	0	0	0	0	0	0	1.5707963267949	0	0	0	0
SRR20002406	0	0.019246074747702	0	0	0	0.031118319544947	0.0175161339946752	0	0	1.02947397125369	0.532877395184073	0.049157660675478	0	0	0.0580419104643898
SRR20002410	0	0.0239929150317291	1.34687655105715	0	0	0.00548782885283169	0.0744263939310165	0	0	0.103442144589913	0.181298912203846	0	0	0	0
SRR20002412	0	0.0742938819112346	0.412435375026954	0	0.0619169798185047	0.155969811067242	0.0870727944288377	0.13362176840974	0.131498909567995	0.317138695965336	0.264467024709519	0	0.812982847495211	0.268166777035045	0
SRR20002416	0	0	0	0	0	0	0.474197216219451	0	0	0.647349788106986	0.712940141787539	0	0	0	0
SRR20002417	0	0	0	0	0	0	0.501406562004732	0	0	0.570890917596455	0.76234390320523	0	0	0	0
SRR20002419	0	0.122915530442499	0	0	0.0429378820742627	0	0.151642229450941	0	0	1.0806456923105	0.435291565529608	0	0.0641512546888883	0	0
SRR20002420	0	0	0	0	0	0	0	0	0	0.728210412311965	0.842585914482931	0	0	0	0
SRR20002421	0	0	0	0	0	0	0	0	0	0.271322086418717	0.18989821199708	0	1.2368159244016	0	0
SRR20002422	0	0.0314470569308058	0	0	0.00809489612292554	0.0221678373136678	0.0654691897370467	0	0	0.708952584670659	0.14870410750437	0	0.823812042099875	0.100147600610789	0
SRR20002425	0	0.212831318549017	0	0	0	0.19128783952096	0.296429204349064	0	0	0.560680165196236	0.834632804652168	0.0445448154915219	0	0	0
SRR20002427	0	0.0115252776766074	0.181681184280906	0	0.0192146049893547	0	0.0324017719887922	0	1.36641705745232	0.0433455326723864	0.0610681446433284	0	0	0.0373209955955112	0
SRR20002430	0	0.253410868933455	0	0	0	0	0.0628865261572719	0.268242264681557	0	0.704259933576073	0.702623715327694	0	0.0202839604557785	0.161069495186612	0
SRR20002433	0	0.0481064513663277	0	0	0.0067355727613171	0	0.174615867262136	0	0	1.1675598888223	0.353195046452381	0	0.0423295698712273	0	0
SRR20002435	0	0	1.44341290240628	0.114573351082602	0.0400134998376833	0	0	0	0	0.0273795258500947	0.0268280062798035	0	0	0	0
SRR20002439	0	0	0	0	0	0.592760633950727	0	0	0	0.958827847396354	0.134321712737463	0	0	0	0
SRR20002441	0	0	0	1.5146146371414	0.0065179425954623	0	0	0	0.0108525051710688	0.00480320648123964	0.0106881404762428	0	0.0534623888242888	0	0
SRR20002442	0	0.216808035912828	0	0	0	0	0.351967470064717	0	0	0.464630457691679	0.921149814574077	0	0	0	0
SRR20002443	0	0.086764642546265	0.480033658251864	0	0.0119527426961265	0.0364886236666855	0.0866480842640774	0	0.0102672241515447	0.709868260509843	0.295886627015632	0	0.535497424269574	0	0
SRR20002446	0.168655025213137	0.058077891526849	0.193770687281277	0	0.0121528575912374	0.0712553190493339	0.0441034067794734	0	0	0.450048304737851	0.160915169095724	0	0.442632849182344	0.811262942211595	0
SRR20002448	0	0.147625390422742	0	0	0	0.153809921174988	0.211530452268288	0.0477578677659054	0	0.763544009102801	0.473269700015969	0	0.20699636693155	0.438653405151468	0
SRR20002450	0	0	0	0	0	0	0	0	0	0.122056820532266	0	0	1.44873950626263	0	0
SRR20002455	0	0.173732879964829	0	0	0	0	0.209200640199621	0	0	0.841782298914039	0.654637179498343	0	0	0	0
SRR20002456	0	0.0729005647071057	0	0	0.144868529173185	0	0.310010698033222	0	0	0.456628649830539	0.976381286647201	0	0	0	0
SRR20002459	0	0.123564043203555	0	0	0	0	0.235591759415597	0	0	0.209365069663349	0.362229810213817	0	1.06064866022568	0	0
SRR20002464	0	0.135792420361117	0	0	0	0	0.160158463763988	0	0	0.556838318033317	0.78588825074388	0.417706912016147	0	0	0.109163180437641
SRR20002465	0	0.0192906256930913	1.38653978205842	0	0	0	0.0147166244225921	0	0.140893253307992	0.0689324287781336	0.0803764815353477	0	0	0.0454998944079747	0
SRR20002466	0	0.0507288367306147	0	0	0	0	0.0972498876758958	0	0	0.364565544223733	0.390130279686536	0	1.00902218399095	0	0
SRR20002468	0.0533377112491466	0	0.81411365033154	0.742335802489716	0	0	0	0	0.0773550622467183	0	0	0	0.0741986681700208	0	0
SRR20002473	0	0.0264864764003935	0.00773313852918737	0	0	0	0.0430853024288307	0	0	0.0908317164892288	0.119205732679466	0	1.38351548273244	0.0985414966656111	0
SRR20002474	0.0995898566738574	0.0994305011855323	0	0	0	0.513787963623467	0.211509661136909	0	0	0.54472713403791	0.673835333811398	0	0.174622344404122	0.0811755511784724	0
SRR20002475	0.100016324303185	0.119559244981649	0	0.111072061994421	0	0	0.202193234644069	0	0	0.733817608007306	0.496959338829651	0	0.108684671814121	0.506825392676885	0
SRR20002477	0	0.0910955530763331	0.130001654379421	0	0	0.131884746328101	0.190311575247439	0.327704854858571	0	0.604152403432292	0.701513833995726	0	0.100051667552404	0.257709053957169	0.0640918604211756
SRR20002478	0	0	0	0	0	0	0.107730600758495	0	0	0.516935850739203	1.0394927257161	0	0	0	0.0298177313957258
SRR20002479	0	0	0	0	0	0	0	0	0	0.177840833587287	0.092439724187802	0	1.36990808870991	0	0
SRR20002482	0	0.146653035061162	0	0	0	0	0.0990489111799163	0	0	0.720470749319108	0.819036616063161	0	0	0	0
SRR20002486	0	0.0897515146604717	0	0	0	0	0.179676254406764	0	0	0.761844391897431	0.763649888608352	0.0729695492270909	0	0	0
SRR20002487	0	0.122986437172849	0	0	0	0	0.109371321089736	0	0	0.612998695651586	0.91930209707504	0	0.0251570182688196	0	0.0955282575292046
