feature	Acidovorax	Acinetobacter	Alcaligenes	Anoxybacillus	Aquabacterium	Corynebacterium	Cutibacterium	Effusibacillus	GGB2722	GGB796	Herbaspirillum	Lactobacillus	Meiothermus	Micrococcus	Moraxella	Paraburkholderia	Prevotella	Pseudomonas	Rothia	Staphylococcus	Streptococcus	Stutzerimonas
SRR20002340	0	0.0168394093401096	0	0	0.0509877679512319	0	0.0667667106860352	0	0	0	0	0	0	0	0	0.00671095281924047	0	0.355317673109502	0	0	0	0.503377486093881
SRR20002343	0	0.0197012930985414	0	0.00709475015574416	0.052258987134963	0	0.130296528249655	0.0022836588945717	0	0.0218575695588564	8.36131232563425e-05	0	0.0415498340102856	0.000101866692417938	0.000492846367363089	0.0109674509420608	0	0.242532033051129	0	0.226658101228406	0	0.244121467492749
SRR20002345	0	0.00680995608079566	0.0838194708880691	0.000840090997358971	0.0357950086136494	0	0.442995180764197	0.000751934244857829	0.0564480236358049	0.00100538490829861	0	0	0.0111320857520322	0.000911718358766148	0.0134428334070014	0.00862176100459517	0	0.171238369736766	0	0	0	0.166188181607808
SRR20002351	0	0.0176443863406674	0.00591251914021185	0	0.0342842437075034	0.00562282944739825	0.364250754131696	0	0.019903558886497	0	0.00041565156548898	0	0	0	0	0.0151308024721092	0	0.199636225730008	0.0047250401574139	0.00665901849694695	0.106278125171728	0.219536844752331
SRR20002352	0	0.000115846907152624	0	0	0.00335911856516814	0	0.0137231649860951	0	5.45551688592912e-05	0	0	0	0	0	0	0.000753943598790245	0	0.0223754601573883	0	0.925950413989801	0.00629052018905685	0.0273769764376888
SRR20002353	0.000150219942444527	0.0186284526008892	3.77516085724465e-05	0	0.0885644872191143	0	0.0705628686188967	0	0	0	0.000120726498247303	0	0	0	0	0.0115181730738225	0	0.292602100405122	0	0	0	0.517815220032891
SRR20002355	0	0.0139866700952831	0	0	0.0675483770829424	0	0.194360852613509	0	0	0	0	0	0	0	0	0.0104572801341794	0	0.333870792126229	0	0	0	0.379776027947857
SRR20002356	0	0	0	0	0.00125006942687345	0	0.0230520362130572	0	0	0.00194935232441172	0	0	0.00400053072987701	0	0	0	0	0.947911331082874	0	0	0.00662062379274381	0.0152160564301627
SRR20002360	0	0.0138546273778701	0	0	0.0597976763782587	0	0.20813595064596	0	0	0	0	0	0	0.00526220425342409	0	0.0164971904348168	0	0.421054929509821	0	0	0	0.275397421399849
SRR20002363	0	5.85313948011935e-05	0	0	0.00387311897403734	0	0.00212320528029667	0	0	0	1.97697402152426e-05	0	0	0	0	0.000764278711075164	0	0.0170441736371746	0	0.941483707983955	0.0104913798098968	0.0241418344685485
SRR20002365	0	0.00613878769018379	0	0	0.0483230676787783	0	0.376979864327914	0	0.00392677573804688	0	0	0	0	0	0	0.00247321117169061	0	0.216632632994188	0.0283028444352597	0	0	0.317222815963939
SRR20002368	0	0.000267722647049831	7.1796676952321e-05	0	0.00346735716340327	0	0.00825487342897716	0	0.000143042484260507	0	0	0	0	0	0	0.000561519790588741	0	0.0188195432758143	0	0.949471757326497	0	0.0189423872064565
SRR20002369	0	0	0	0	0	0	0	0	0	0	0	0.293764954649157	0	0	0	0	0.018369873685382	0	0	0.687865171665461	0	0
SRR20002371	0	0	0	0	0.00465991062451977	0	0.278314022164202	0	0	0.0195150481855401	0	0	0.0233301349806761	0	0	0	0	0.104257376917578	0	0.319205789145734	0.160264227253787	0.0904534907279629
SRR20002373	0	0.0319249332312324	0.0147231764596281	0.00458284611872203	0.0766304509027622	0	0.0621416387706275	0.0017090632152864	0.00229560067660689	0.00500979860125019	0	0	0.0251446604411814	0	0	0.0216488303298354	0	0.35631733013495	0	0	0	0.397871671117918
SRR20002375	0	0.0110252605984422	0	0.0005308160364863	0.0635720192463621	0	0.133612540554043	0.000386780565485274	0	0.00327655515500936	0	0	0.0138052459128676	0	0	0.0139230931164139	0	0.385508420031607	0	0	0	0.374359268783283
SRR20002377	0	0	0	0	0.00643950728106922	0	0.053124376620786	0	0	0	0	0	0	0	0	0	0	0.0447523937761819	0	0.841920382006782	0	0.0537633403151805
SRR20002378	0	0	0	0	0.0706202272303967	0	0.0447606630657478	0	0	0	0	0	0	0	0	0.00546097969826783	0	0.483074439684609	0	0	0	0.396083690320978
SRR20002379	4.25996909228579e-05	0.00972889556696693	0.000731403924152452	0	0.0906335731877982	0	0.0233332707081467	0	0	0	0.00346674100130683	0	0	0	0	0.0202213086712435	0	0.344785513833103	0	0	0	0.50705669341636
SRR20002380	0	0	0	0	0.000205079639651139	0	0	0	0	0	0	0	0	0	0	0	0	0.00254613177328892	0	0.992775283632885	0	0.00447350495417503
SRR20002382	0	0.00724625860792484	0	0.0127313359246781	0.0431618334597083	0	0.159651320833349	0.00313297681733966	0	0.027586139761075	0	0	0.0688481390254516	0	0	0.0117328771556317	0	0.338893744517685	0	6.28805390782818e-05	0	0.326952493358079
SRR20002384	0	0.0020425156328283	0	0.000411244758287577	0.00723613895120205	0.885209206399322	0.0170458741316876	7.2962779696183e-05	0	0.00350177122675196	0	0	0.0050583105269372	0	0	0.000747757942219669	0	0.0411434903713452	0	0	0	0.037530727279722
SRR20002386	0	0	0	0	0.0338118612379184	0	0.128614559316099	0	0	0	0	0	0	0	0	0	0	0.466442487464243	0	0	0	0.37113109198174
SRR20002388	0	0.011165284399936	0	0.000317765291625226	0.0857737732305966	0	0.0806475039204569	7.81510926038838e-05	0	0	0.000992371421177619	0	0.00867698310240668	0.0055067029307397	0.000251410590357777	0.0233450584548054	0	0.391995558658662	0	0	0	0.391249436906632
SRR20002391	0.000437016344458927	0.0153109373077482	0.00148554588391707	0	0.0541484571560206	0.000385679728361408	0.373309628760035	0	0.00782305709667971	0	0.00222426906961733	0	0	0.00154093225627286	0	0.0199109839752336	0	0.275190466587903	0	0	0	0.248233025833753
SRR20002394	0	0	0	0	0	0.989703227397965	0	0	0	0	0	4.87989596215506e-05	0	0	0	0	0	0.000541015237379081	0	0.00919399296334372	0	0.000512965441691103
SRR20002396	0	0.0213999072016483	0	0.00224219481062434	0.0742272019149195	0	0.0726408166847437	0.000699505532166701	0	0.00467546683384688	0.000977604343525723	0	0.0233728905131275	0.00186485434621043	0.00162526722111151	0.0155142846880128	0	0.380313270349445	0	0.00210592269001166	0.0341817136885715	0.364159099182034
SRR20002397	0	0.0225549217088904	0.00998129576679421	0	0.0805336883123591	0	0.0760236374708242	0	0	0	0.000380245765720689	0	0	0.0654536142173332	0	0.0156632005802638	0	0.32694321300204	0.00690696829926524	0.000107974861460785	0	0.395451240015048
SRR20002401	0.000953479520228255	0.00780446017337079	0	0	0.0474852022988685	0	0.195345975429678	0	0	0	0	0	0	0.000509562086694826	0	0.0120149662555655	0	0.264497540048225	0	0.117330569246133	0.11562852307328	0.238429721867957
SRR20002402	0	0	0	0	0.0721603695368945	0	0.0352885439382433	0	0	0	0	0	0	0	0	0.00467320648501021	0	0.39881105823829	0	0	0	0.489066821801562
SRR20002403	0	0	0	0	0.0648659393082733	0	0	0	0	0	0	0	0	0	0	0	0	0.406157515791334	0	0	0	0.528976544900393
SRR20002406	0	0.0018510335796036	0	0.00113328586506343	0.0321853185678014	0	0.530500271301768	0	0	0.00635555870993148	0	0	0.0162929875933816	0.00222879553462475	0	0.00637044024149291	0	0.217005927428494	0	0	0	0.186076381177839
SRR20002410	0	0.00236194327569716	0	0	0.0144313445632189	0.786830406922288	0.00718940644157337	0	0	0	9.71340499447426e-05	0	0	7.33461193460301e-05	0.00113339577665115	0.00316032569641645	2.42835124861857e-05	0.0879583512981768	0	0	0	0.0967400623442014
SRR20002412	0	0.0010197507729111	0	0	0.0207949177221087	0.107362160687928	0.0553424742992813	0	0.00377707688240994	0	9.95756637077898e-05	0.00258976706093031	0	0	0	0.00614289867556369	0.00987198728630723	0.115888076953992	0.0112732448189662	0.49529694942556	0.0596506213881327	0.1108904983622
SRR20002416	0	0.0398832023595961	0	0	0.0540602843691538	0	0.0474283535729379	0	0	0	0	0	0	0	0	0	0	0.357143068243277	0	0	0	0.501485091455035
SRR20002417	0	0.0161852052284023	0	0	0.0146281054843775	0	0.010421612146042	0	0	0	0	0	0	0	0	0	0	0.23650651890266	0	0	0	0.722258558238518
SRR20002419	0.0017755920507248	0.00915759122691213	0	0	0.053833055569439	0	0.386009661702535	0	0.0043676720743017	0	0.00229349101820143	0	0	0	0.00124304369481705	0.0210438464813031	0	0.257895589500008	0	0.000792359568377313	0	0.261588097113381
SRR20002420	0	0	0	0	0.0471222676920034	0	0.102017240739825	0	0	0	0	0	0	0	0	0.00109956851787745	0	0.409092805746501	0	0	0	0.440668117303793
SRR20002421	0	0.000533464339924602	0	0	0.00667721094717578	0	0.0353567788879378	0	0	0	0	0	0	0	0	0	0	0.0723345768333969	0	0.718213635123517	0.00604249151285424	0.160841842355193
SRR20002422	2.65282225881433e-05	0.00208286439380967	0	0	0.0105815694475458	0.000154482018003887	0.33128145177593	0	0.00620770381578563	0	0.000246233765301224	0	0	0	0	0.00318089345657455	0	0.0477821159289311	0	0.53151148936323	0.0102465758397504	0.0566980919725499
SRR20002425	0.00216382846911903	0.021314263938534	0	0	0.077125880572167	0	0.0718825776042476	0	0	0	0.00293236652239724	0	0	0.00787357655469287	0.00342265547993179	0.0243605273746442	0	0.440250956414738	0	0.000516687494544657	0	0.348156679574984
SRR20002427	0	0.000359603178792227	0	0	0.00202842206438703	0.0292277891906641	0.00166132836241311	0	0	0	3.50138409190558e-05	9.47057620878608e-05	0	0	0	0.000591809397424572	0.942360714447262	0.010562682875462	0.000259961800654416	0	0.00247924704099656	0.0103387220389367
SRR20002430	0	0.000179534983636891	0	0	0.0125485094704704	0.0012110828086951	0.162002821708789	0	0.000237131466826761	0	0	0	0	0	0	5.24076108304219e-05	0	0.632578023776451	0.0213381998037568	0.000172011118715692	0.00640254960432254	0.163277727647505
SRR20002433	3.00400909091118e-05	0.0144334610839795	0	0	0.0430045686162686	0	0.441135753922582	0	0.00815599933865937	0	0.000354748249132793	0	0	0	0	0.0103966232186054	0	0.208629807245808	0	0.000755588546149032	0	0.273103409687906
SRR20002435	0	0	0	0	0.000143178667549513	0.989741434762024	0.000511770590516196	0	0	0	0	0.00138547982019101	0.000170590196838732	0	0	0	0	0.00373541966119882	0	0	0	0.00431212630168171
SRR20002439	0	0	0	0	0.0177320651773207	0	0.161210646612106	0	0	0	0	0	0	0	0	0	0	0.344448130944481	0	0	0	0.476609157266092
SRR20002441	0	0	0	0	0	0	0	0	0	0.00831189392440135	0	0.0463440472171453	0.0173222663298448	0	0	0	0.0467514929977532	0.082758058695475	0	0.689002456315992	0	0.109509784519389
SRR20002442	0	0.0184624884613393	0	0	0.0969168572413541	0	0.0372021573349261	0	0	0	0.000939193310291791	0	0	0	0	0.0131174525162804	0	0.420029978419074	0	0	0	0.413331872716734
SRR20002443	0	0.00456467893051898	0	0	0.0248793358330967	0.262213047127334	0.200498543485826	0	0.0155673018130553	0	0.000297043449780299	0	0	0.000103019563481857	0	0.0109919426686117	0.000121042424479762	0.135845200979376	0	0.192614320564841	0	0.152304523159599
SRR20002446	0	0	0.026014544751803	0	0.00792025256101367	0.0430243959619384	0.127949779262561	0	0.000178364087674028	0	0	0	0	0.00495015785063354	0	0.000696665415266762	0	0.0576543696825404	0	0.143722487022666	0.516703337436024	0.0711856459678786
SRR20002448	0	0.0134110630482489	0	0	0.0564942613528164	0	0.143997035783764	0	0	0	0.00188958449553675	0	0	0.00172395839658433	0	0.0154063278471734	0	0.255902916750535	0.00300090719693202	0.0175530074573086	0.195497450624173	0.295123487046928
SRR20002450	0	0	0.000386263578323096	0	0	0	0.00996720778238373	0	0	0	0	0	0	0	0	0	0	0.00093989228115828	0	0.986605116644982	0	0.0021015197131532
SRR20002455	4.58236582260076e-05	0.0177549051141846	0	0	0.0742942495715047	0	0.183403904704415	0	0.0012660254291929	0	0.0016261523842255	0	0	0	0.00165787645530504	0.0207416676580439	0	0.327511378807439	0	0	0	0.371698016217463
SRR20002456	0	0.00747841657238761	0	0	0.0546409767022768	0	0.0270832793567721	0	0	0	0	0.0192622915425206	0	0	0	0.00582198386172788	0	0.366608228043055	0	0	0	0.51910482392126
SRR20002459	0	0.00221810806869949	0	0	0.0381605368769504	0	0.0283019663716821	0	0	0	0	0	0	0	0.0406662518593024	0.0054741718146028	0	0.205778729861993	0	0.44488411168628	0	0.23451612346049
SRR20002464	0	0	0	0.00114160992911044	0.0860993368297995	0	0.0645047714417665	0	0	0.00577054097678523	0	0	0.0191330166089765	0	0	0.0125196047499508	0	0.440038043503112	0	0	0	0.370793075960499
SRR20002465	0	0.000350184208719442	0	0	0.00306694757023203	0.935064963273496	0.00318025665775358	0	0	0	0	0	0	0	0	0.00105646545394167	0.0255438987038478	0.0159438797827989	0	0	0.00161601203417325	0.0141773923150374
SRR20002466	0	0.00826577840283358	0	0	0.050060569606505	0	0.0524293876625664	0	0	0	0	0	0	0	0	0.00501478918061675	0	0.222031879111364	0	0.456135916732588	0	0.206061679303527
SRR20002468	0	0	0	0	0	0.979858554103295	0	0	0	0	0	0	0	0	0	0	0.0104627974801959	2.87102632013379e-05	0	0.00964993815330802	0	0
SRR20002473	0	0.00075309385278335	0	0	0.00523190421479107	7.01457338090343e-05	0.00486613680521413	0	4.05940828340138e-05	0	3.09188092051815e-05	0	0	0	0	0.00128134275971405	0	0.0286061033098375	0	0.926323948142637	0.00399546734463693	0.0288003449445381
SRR20002474	0	0.0127513387961144	0.00365850202712672	0	0.0711391680230246	0	0.0743957299235955	0	0	0	0	0	0	0.000363830730439864	0	0.0146509456178917	0	0.355429074342312	0	0.0145512748895886	0.00702124908268729	0.44603888656722
SRR20002475	0	0.0105112615041703	0.00628819744032212	0	0.0582448051481162	0	0.160143892004602	0	0.00144700891573195	0	0	0	0	0	0	0.0162615491084268	0	0.287076682484901	0	0.00452684605982169	0.14120492702042	0.314294830313489
SRR20002477	0	0.0145369461394604	0	0.000645654396906443	0.0817034506862135	0.00668389408874732	0.100663254088189	0.000966238008652268	0	0	0	0	0.01021529956619	0.00261652067564866	0.000142093824801804	0.0191377946140956	0	0.390683730556205	0	0	0.00380612020539288	0.368199003149497
SRR20002478	0	0.00196530804067333	0	0	0.0451612184166825	0	0.0782222321292571	0	0	0	0	0	0.0175113033075874	0	0	0.0125645969632461	0	0.422353614272074	0	0	0	0.422221726870479
SRR20002479	0	0	0	0	0.00134525943623377	0	0.00877991493486521	0	0	0	0	0	0	0	0	0	0	0.0591727741859316	0	0.821220302543566	0	0.109481748899404
SRR20002481	0	0	0	0	0	0	0	0	0	0.100642312324368	0	0	0.404757125652348	0	0	0	0	0.494600562023284	0	0	0	0
SRR20002482	0	0	0	0.00119497472081149	0.0710667885966573	0	0.0891829702419368	0	0	0.0127137100544352	0	0	0.0185426325475538	0	0	0.0101344802658135	0	0.370043078382588	0	0	0	0.427121365190204
SRR20002486	0	0.0121538415776793	0	0	0.0767423183318957	0	0.1149742705018	0	0	0	0	0	0	0.000478300960766233	0	0.0205812189535679	0	0.419822124393944	0	0	0	0.355247925280347
SRR20002487	0.000249871983103894	0.0148070397606668	0	0.00394143306681738	0.062247870457525	0	0.173097116485814	0.000973990791282527	0	0.0106671539453639	0	0	0.0252974135275082	0	0.000493794633276744	0.0239473399045132	0	0.367096364320151	0	6.11931387193211e-05	0	0.317119417985258
